CodigoOC;Correlativo;CodigoCategoria;Categoria;CodigoProducto;Producto;EspecificacionComprador;EspecificacionProveedor;Cantidad;Unidad;PrecioNeto;TotalImpuestos;TotalLinea
1057532-1464-CM24;18;0;;0;DESTACADOR ISOFIT BOLSILLO DELGADO NARANJA FLÚOR P/BISELADA 2MM UNIDAD REGIÓN X;(1986177) DESTACADOR ISOFIT BOLSILLO DELGADO NARANJA FLÚOR P/BISELADA 2MM UNIDAD REGIÓN X;(1986177) DESTACADOR ISOFIT BOLSILLO DELGADO NARANJA FLÚOR P/BISELADA 2MM UNIDAD REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;144.0;;188.0;0.0;27072.0
1057532-1464-CM24;19;0;;0;DESTACADOR ISOFIT BOLSILLO DELGADO ROSA FLÚOR P/BISELADA 2MM UNIDAD REGIÓN X;(1986279) DESTACADOR ISOFIT BOLSILLO DELGADO ROSA FLÚOR P/BISELADA 2MM UNIDAD REGIÓN X;(1986279) DESTACADOR ISOFIT BOLSILLO DELGADO ROSA FLÚOR P/BISELADA 2MM UNIDAD REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;144.0;;188.0;0.0;27072.0
1057532-1464-CM24;20;0;;0;DESTACADOR ISOFIT BOLSILLO DELGADO VERDE FLÚOR P/BISELADA 2MM UNIDAD REGIÓN X;(1986364) DESTACADOR ISOFIT BOLSILLO DELGADO VERDE FLÚOR P/BISELADA 2MM UNIDAD REGIÓN X;(1986364) DESTACADOR ISOFIT BOLSILLO DELGADO VERDE FLÚOR P/BISELADA 2MM UNIDAD REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;144.0;;188.0;0.0;27072.0
1057532-1464-CM24;21;0;;0;FUNDA ARTEL PLÁSTICA ARCHIVADOR TRANSPARENTE TAMAÑO OFICIO LOMO BLANCO 10 UNIDADES REGIÓN X;(1991464) FUNDA ARTEL PLÁSTICA ARCHIVADOR TRANSPARENTE TAMAÑO OFICIO LOMO BLANCO 10 UNIDADES REGIÓN X;(1991464) FUNDA ARTEL PLÁSTICA ARCHIVADOR TRANSPARENTE TAMAÑO OFICIO LOMO BLANCO 10 UNIDADES REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;3600.0;;441.0;0.0;1587600.0
1057532-1464-CM24;22;0;;0;FUNDA ARTEL PLÁSTICA ARCHIVADOR TRANSPARENTE TAMAÑO CARTA LOMO BLANCO 10 UNIDADES REGIÓN X;(1991447) FUNDA ARTEL PLÁSTICA ARCHIVADOR TRANSPARENTE TAMAÑO CARTA LOMO BLANCO 10 UNIDADES REGIÓN X;(1991447) FUNDA ARTEL PLÁSTICA ARCHIVADOR TRANSPARENTE TAMAÑO CARTA LOMO BLANCO 10 UNIDADES REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;2400.0;;367.0;0.0;880800.0
1057532-1464-CM24;23;0;;0;GOMA DE BORRAR PROARTE MIGA BLANCO 42MM X 11MM X 18MM UNIDAD REGIÓN X;(1993164) GOMA DE BORRAR PROARTE MIGA BLANCO 42MM X 11MM X 18MM UNIDAD REGIÓN X;(1993164) GOMA DE BORRAR PROARTE MIGA BLANCO 42MM X 11MM X 18MM UNIDAD REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;240.0;;102.0;0.0;24480.0
1057532-1464-CM24;24;0;;0;CORRECTOR TORRE LAPIZ LÍQUIDO BLANCO 7 ML UNIDAD REGIÓN X;(1982318) CORRECTOR TORRE LAPIZ LÍQUIDO BLANCO 7 ML UNIDAD REGIÓN X;(1982318) CORRECTOR TORRE LAPIZ LÍQUIDO BLANCO 7 ML UNIDAD REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;480.0;;439.0;0.0;210720.0
1057532-1464-CM24;25;0;;0;LÁPIZ GRAFITO PROARTE HB N° 2 HEXAGONAL SIN GOMA CAJA 12 UNIDADES REGIÓN X;(1994524) LÁPIZ GRAFITO PROARTE HB N° 2 HEXAGONAL SIN GOMA CAJA 12 UNIDADES REGIÓN X;(1994524) LÁPIZ GRAFITO PROARTE HB N° 2 HEXAGONAL SIN GOMA CAJA 12 UNIDADES REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;12.0;;712.0;0.0;8544.0
1057532-1464-CM24;26;0;;0;LÁPIZ PASTA TORRE PUNTA MEDIA NEGRO 1,0MM 50 UNIDADES REGIÓN X;(1997584) LÁPIZ PASTA TORRE PUNTA MEDIA NEGRO 1,0MM 50 UNIDADES REGIÓN X;(1997584) LÁPIZ PASTA TORRE PUNTA MEDIA NEGRO 1,0MM 50 UNIDADES REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;12.0;;4615.0;0.0;55380.0
1057532-1464-CM24;27;0;;0;LÁPIZ PASTA TORRE PUNTA MEDIA ROJO 1,0MM 50 UNIDADES REGIÓN X;(1997601) LÁPIZ PASTA TORRE PUNTA MEDIA ROJO 1,0MM 50 UNIDADES REGIÓN X;(1997601) LÁPIZ PASTA TORRE PUNTA MEDIA ROJO 1,0MM 50 UNIDADES REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;12.0;;4615.0;0.0;55380.0
1057532-1464-CM24;28;0;;0;LÁPIZ PASTA TORRE PUNTA MEDIA AZUL 1,0MM 50 UNIDADES REGIÓN X;(1997567) LÁPIZ PASTA TORRE PUNTA MEDIA AZUL 1,0MM 50 UNIDADES REGIÓN X;(1997567) LÁPIZ PASTA TORRE PUNTA MEDIA AZUL 1,0MM 50 UNIDADES REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;24.0;;4115.0;0.0;98760.0
1057532-1464-CM24;29;0;;0;LIBRO DE OFICINA TIPO ACTA AUCA 100 HOJAS LISO SIN DISEÑO UNIDAD REGIÓN X;(1997703) LIBRO DE OFICINA TIPO ACTA AUCA 100 HOJAS LISO SIN DISEÑO UNIDAD REGIÓN X;(1997703) LIBRO DE OFICINA TIPO ACTA AUCA 100 HOJAS LISO SIN DISEÑO UNIDAD REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;48.0;;2796.0;0.0;134208.0
1057532-1464-CM24;30;0;;0;PEGAMENTO BARRA TORRE TRANSPARENTE 21GR NO TOX LAVABLE PAPEL-CARTULINA-TELA UNIDAD REGIÓN X;(2015026) PEGAMENTO BARRA TORRE TRANSPARENTE 21GR NO TOX LAVABLE PAPEL-CARTULINA-TELA UNIDAD REGIÓN X;(2015026) PEGAMENTO BARRA TORRE TRANSPARENTE 21GR NO TOX LAVABLE PAPEL-CARTULINA-TELA UNIDAD REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;288.0;;346.0;0.0;99648.0
1057532-1464-CM24;31;0;;0;PILA DURACELL ALCALINA AAA 1,5 V 12 UNIDADES REGIÓN X;(2016828) PILA DURACELL ALCALINA AAA 1,5 V 12 UNIDADES REGIÓN X;(2016828) PILA DURACELL ALCALINA AAA 1,5 V 12 UNIDADES REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;24.0;;6263.0;0.0;150312.0
1057532-1464-CM24;32;0;;0;MARCADOR PERMANENTE TORRE CUERPO GRUESO PUNTA FINA REDONDA AZUL 3MM UNIDAD REGIÓN X;(2004571) MARCADOR PERMANENTE TORRE CUERPO GRUESO PUNTA FINA REDONDA AZUL 3MM UNIDAD REGIÓN X;(2004571) MARCADOR PERMANENTE TORRE CUERPO GRUESO PUNTA FINA REDONDA AZUL 3MM UNIDAD REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;144.0;;340.0;0.0;48960.0
1057532-1464-CM24;33;0;;0;MARCADOR PERMANENTE TORRE CUERPO GRUESO PUNTA FINA REDONDA NEGRO 3MM UNIDAD REGIÓN X;(2004639) MARCADOR PERMANENTE TORRE CUERPO GRUESO PUNTA FINA REDONDA NEGRO 3MM UNIDAD REGIÓN X;(2004639) MARCADOR PERMANENTE TORRE CUERPO GRUESO PUNTA FINA REDONDA NEGRO 3MM UNIDAD REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;144.0;;340.0;0.0;48960.0
1057532-1464-CM24;34;0;;0;MARCADOR PERMANENTE TORINI PUNTA GRUESA BISELADA ROJO 4MM UNIDAD REGIÓN X;(2004537) MARCADOR PERMANENTE TORINI PUNTA GRUESA BISELADA ROJO 4MM UNIDAD REGIÓN X;(2004537) MARCADOR PERMANENTE TORINI PUNTA GRUESA BISELADA ROJO 4MM UNIDAD REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;144.0;;176.0;0.0;25344.0
1057532-1464-CM24;35;0;;0;MARCADOR PIZARRA ISOFIT DESECHABLE AZUL PUNTA REDONDA 2 MM UNIDAD REGIÓN X;(2005965) MARCADOR PIZARRA ISOFIT DESECHABLE AZUL PUNTA REDONDA 2 MM UNIDAD REGIÓN X;(2005965) MARCADOR PIZARRA ISOFIT DESECHABLE AZUL PUNTA REDONDA 2 MM UNIDAD REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;144.0;;285.0;0.0;41040.0
1057532-1464-CM24;36;0;;0;MARCADOR PIZARRA ISOFIT DESECHABLE NEGRO PUNTA REDONDA 2 MM UNIDAD REGIÓN X;(2006084) MARCADOR PIZARRA ISOFIT DESECHABLE NEGRO PUNTA REDONDA 2 MM UNIDAD REGIÓN X;(2006084) MARCADOR PIZARRA ISOFIT DESECHABLE NEGRO PUNTA REDONDA 2 MM UNIDAD REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;144.0;;274.0;0.0;39456.0
1057532-1464-CM24;37;0;;0;MARCADOR PIZARRA ISOFIT DESECHABLE ROJO PUNTA REDONDA 2 MM UNIDAD REGIÓN X;(2006186) MARCADOR PIZARRA ISOFIT DESECHABLE ROJO PUNTA REDONDA 2 MM UNIDAD REGIÓN X;(2006186) MARCADOR PIZARRA ISOFIT DESECHABLE ROJO PUNTA REDONDA 2 MM UNIDAD REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;144.0;;285.0;0.0;41040.0
1057532-1464-CM24;38;0;;0;NOTA ADHESIVA TORRE PAPEL MULTICOLOR 4 COLORES NEÓN 75X75 MM 400 HOJAS UNIDAD REGIÓN X;(2013173) NOTA ADHESIVA TORRE PAPEL MULTICOLOR 4 COLORES NEÓN 75X75 MM 400 HOJAS UNIDAD REGIÓN X;(2013173) NOTA ADHESIVA TORRE PAPEL MULTICOLOR 4 COLORES NEÓN 75X75 MM 400 HOJAS UNIDAD REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;960.0;;3604.0;0.0;3459840.0
1057532-1464-CM24;39;0;;0;BANDERITA AUTOADHESIVA TORRE PAPEL RECTANGULAR 12X43X45MM 4 COLORES 100 HOJAS REGIÓN X;(1971404) BANDERITA AUTOADHESIVA TORRE PAPEL RECTANGULAR 12X43X45MM 4 COLORES 100 HOJAS REGIÓN X;(1971404) BANDERITA AUTOADHESIVA TORRE PAPEL RECTANGULAR 12X43X45MM 4 COLORES 100 HOJAS REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;720.0;;1268.0;0.0;912960.0
1057532-1464-CM24;40;0;;0;REGLA PROARTE PLÁSTICA ROTULADA 30 CM TRANSPARENTE UNIDAD REGIÓN X;(2019650) REGLA PROARTE PLÁSTICA ROTULADA 30 CM TRANSPARENTE UNIDAD REGIÓN X;(2019650) REGLA PROARTE PLÁSTICA ROTULADA 30 CM TRANSPARENTE UNIDAD REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;120.0;;173.0;0.0;20760.0
1057532-1464-CM24;41;0;;0;CINTA ADHESIVA ISOFIT TRANSPARENTE 25 M CRISTAL ANCHO 18 MM UNIDAD REGIÓN X;(1977218) CINTA ADHESIVA ISOFIT TRANSPARENTE 25 M CRISTAL ANCHO 18 MM UNIDAD REGIÓN X;(1977218) CINTA ADHESIVA ISOFIT TRANSPARENTE 25 M CRISTAL ANCHO 18 MM UNIDAD REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;480.0;;221.0;0.0;106080.0
1057532-1464-CM24;42;0;;0;SEPARADOR TORRE CARTA MULTICOLOR 6 POSICIONES DE 4 ANILLOS UD REGIÓN X;(2022795) SEPARADOR TORRE CARTA MULTICOLOR 6 POSICIONES DE 4 ANILLOS UD REGIÓN X;(2022795) SEPARADOR TORRE CARTA MULTICOLOR 6 POSICIONES DE 4 ANILLOS UD REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;240.0;;458.0;0.0;109920.0
1057532-1464-CM24;43;0;;0;SEPARADOR TORRE OFICIO MULTICOLOR 6 POSICIONES DE 2, 3 Y 4 ANILLOS UD REGIÓN X;(2022863) SEPARADOR TORRE OFICIO MULTICOLOR 6 POSICIONES DE 2, 3 Y 4 ANILLOS UD REGIÓN X;(2022863) SEPARADOR TORRE OFICIO MULTICOLOR 6 POSICIONES DE 2, 3 Y 4 ANILLOS UD REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;360.0;;685.0;0.0;246600.0
1057532-1464-CM24;44;0;;0;SOBRE ISOFIT SACO BLANCO EXTRA OFICIO 30 X 39,5 CM2 UNIDAD REGIÓN X;(2023747) SOBRE ISOFIT SACO BLANCO EXTRA OFICIO 30 X 39,5 CM2 UNIDAD REGIÓN X;(2023747) SOBRE ISOFIT SACO BLANCO EXTRA OFICIO 30 X 39,5 CM2 UNIDAD REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;600.0;;137.0;0.0;82200.0
1057532-1464-CM24;45;0;;0;SOBRE TEKNOFAS SACO BLANCO 1/2 OFICIO 19 X 26,5 CM2 UNIDAD REGIÓN X;(2024172) SOBRE TEKNOFAS SACO BLANCO 1/2 OFICIO 19 X 26,5 CM2 UNIDAD REGIÓN X;(2024172) SOBRE TEKNOFAS SACO BLANCO 1/2 OFICIO 19 X 26,5 CM2 UNIDAD REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;600.0;;99.0;0.0;59400.0
1057532-1464-CM24;46;0;;0;SOBRE TEKNOFAS SACO BLANCO OFICIO 23 X 30 CM2 UNIDAD REGIÓN X;(2024206) SOBRE TEKNOFAS SACO BLANCO OFICIO 23 X 30 CM2 UNIDAD REGIÓN X;(2024206) SOBRE TEKNOFAS SACO BLANCO OFICIO 23 X 30 CM2 UNIDAD REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;600.0;;128.0;0.0;76800.0
1057532-1464-CM24;47;0;;0;CINTA MASKING TAPE USATAPE ENMASCARAR 12X40 MT UNIDAD REGIÓN X;(2009161) CINTA MASKING TAPE USATAPE ENMASCARAR 12X40 MT UNIDAD REGIÓN X;(2009161) CINTA MASKING TAPE USATAPE ENMASCARAR 12X40 MT UNIDAD REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;60.0;;336.0;0.0;20160.0
1057532-1464-CM24;48;0;;0;CUADERNO PROARTE UNIVERSITARIO ESPIRAL T/DURA S/DISEÑO 7MM CUADRICULADA 100 HJS UD REGIÓN X;(1982862) CUADERNO PROARTE UNIVERSITARIO ESPIRAL T/DURA S/DISEÑO 7MM CUADRICULADA 100 HJS UD REGIÓN X;(1982862) CUADERNO PROARTE UNIVERSITARIO ESPIRAL T/DURA S/DISEÑO 7MM CUADRICULADA 100 HJS UD REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;480.0;;1048.0;0.0;503040.0
1057532-1464-CM24;49;0;;0;CINTA MASKING TAPE USATAPE ENMASCARAR 24X40 MT UNIDAD REGIÓN X;(2009178) CINTA MASKING TAPE USATAPE ENMASCARAR 24X40 MT UNIDAD REGIÓN X;(2009178) CINTA MASKING TAPE USATAPE ENMASCARAR 24X40 MT UNIDAD REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;60.0;;628.0;0.0;37680.0
1057532-1464-CM24;50;0;;0;PAPEL IMPRESIÓN EQUALIT RESMA HOJA TAMAÑO OFICIO COLOR BLANCO 500 HOJAS UNIDAD REGIÓN X;(2013496) PAPEL IMPRESIÓN EQUALIT RESMA HOJA TAMAÑO OFICIO COLOR BLANCO 500 HOJAS UNIDAD REGIÓN X;(2013496) PAPEL IMPRESIÓN EQUALIT RESMA HOJA TAMAÑO OFICIO COLOR BLANCO 500 HOJAS UNIDAD REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;900.0;;3727.0;0.0;3354300.0
1057532-1464-CM24;51;0;;0;NOTA ADHESIVA TORRE PAPEL MULTICOLOR 4 COLORES NEÓN 37 MM X50MM 100 HOJAS UNIDAD REGIÓN X;(2013122) NOTA ADHESIVA TORRE PAPEL MULTICOLOR 4 COLORES NEÓN 37 MM X50MM 100 HOJAS UNIDAD REGIÓN X;(2013122) NOTA ADHESIVA TORRE PAPEL MULTICOLOR 4 COLORES NEÓN 37 MM X50MM 100 HOJAS UNIDAD REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;480.0;;1258.0;0.0;603840.0
1057532-1464-CM24;52;0;;0;CARPETA TORRE OFICIO CARTULINA PIGMENTADA PESTAÑA LISO S/DISEÑO UNIDAD REGIÓN X;(1976963) CARPETA TORRE OFICIO CARTULINA PIGMENTADA PESTAÑA LISO S/DISEÑO UNIDAD REGIÓN X;(1976963) CARPETA TORRE OFICIO CARTULINA PIGMENTADA PESTAÑA LISO S/DISEÑO UNIDAD REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;360.0;;260.0;0.0;93600.0
1057532-1464-CM24;53;0;;0;PAPEL IMPRESIÓN EQUALIT RESMA HOJA TAMAÑO CARTA COLOR BLANCO 500 HOJAS UNIDAD REGIÓN X;(2013479) PAPEL IMPRESIÓN EQUALIT RESMA HOJA TAMAÑO CARTA COLOR BLANCO 500 HOJAS UNIDAD REGIÓN X;(2013479) PAPEL IMPRESIÓN EQUALIT RESMA HOJA TAMAÑO CARTA COLOR BLANCO 500 HOJAS UNIDAD REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;2400.0;;3150.0;0.0;7560000.0
1057532-70-SE25;1;42181700;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Unidades de electrocardiografía (ECG) y productos relacionados;42181701;Unidades de electrocardiografía (ECG);SERVICIO DE INFORMES DE TELEELECTROCARDIOGRAFIA A DISTANCIA PARA 12 ESTABLECIMIENTOS DE LA PROVINCIA DE OSORNO 2024;SERVICIO DE INFORMES DE TELEELECTROCARDIOGRAFIA A DISTANCIA Valor Exento de IVA;317.0;;2250.0;0.0;713250.0
1077241-6-SE25;1;42311500;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Vendas, vendajes y productos relacionados;42311506;Vendas o apósitos compresores;Apósito Tull de Plata Nanocristalina 1 Capa 4 x 4 cm;037-03561 66000808 APOSITO ACTICOAT 5CMX5CM CJAX5.  PRECIO OFERTADO POR UNIDAD, VENTA CAJA DE 5 UNIDADES;25.0;;5850.0;0.0;146250.0
1077241-6-SE25;2;42311500;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Vendas, vendajes y productos relacionados;42311506;Vendas o apósitos compresores;VENDA SEMIELASTICA 12 CM X 4 MTS.;024-00905 85005 VENDA DE GASA DANAMULL 12CMX4MTS CJAX20.  PRECIO OFERTADO POR UNIDAD, VENTA CAJA DE 20 UNIDADES;60.0;;270.0;0.0;16200.0
1057532-16-SE25;1;30222500;Artículos para estructuras, obras y construcciones / Construcciones permanentes / Construcciones para alojamiento;30222501;Casas residenciales;Adquisición 8 cupos Día Hogar Protegido para mujeres para el Servicio de Salud Osorno en la Provincia de Osorno, 2° llamado” (RES EXENTA N°5323/02.04.2024).;Día Hogar Protegido // MES DIC 2024;244.0;;25437.0;0.0;6206628.0
1057532-67-AG25;1;42241500;Equipamiento y suministros médicos / Productos medicinales para deportes, prostéticos y ortopédicos / Suministros para enyesado y entablillado;42241507;Sistemas de férulas ortopédicas;-03 Unidades FERULA PELVICA SAM SLING II EMERGENCIA   Según Especificaciones Adjuntas;-03 Unidades FERULA PELVICA SAM SLING II EMERGENCIA   Según Especificaciones Adjuntas;3.0;;138000.0;0.0;0.0
1057532-67-AG25;2;42182600;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Lámparas para examen médico;42182604;Linternas de pluma de examen médico;"-50 Unidades LINTERNA DILATACION PUPILAR  - Linterna de Bolsillo tipo Bolígrafo  - Carcasa de plástico y se activa mediante clip superior  - Soporte de bolsillo  - pilas AAA incluidas  - Medidas 5"" de largo x 12 mm diámetro.   Según Especificaciones Adjuntas";"-50 Unidades LINTERNA DILATACION PUPILAR  - Linterna de Bolsillo tipo Bolígrafo  - Carcasa de plástico y se activa mediante clip superior  - Soporte de bolsillo  - pilas AAA incluidas  - Medidas 5"" de largo x 12 mm diámetro.   Según Especificaciones Adjun";50.0;;2500.0;0.0;0.0
1077241-15-SE25;1;42221500;Equipamiento y suministros médicos / Productos administrados por vía intravenosa y arterial / Accesorios, catéteres y cánulas intravenosas y arteriales;42221504;Catéteres intravenosos periféricos para uso general;Catéter venoso periférico N°20G;04INTR-LET008 CATETER INTRAVENOSO 20G X 1 25 MM;100.0;;170.0;0.0;17000.0
1077241-15-SE25;2;42221500;Equipamiento y suministros médicos / Productos administrados por vía intravenosa y arterial / Accesorios, catéteres y cánulas intravenosas y arteriales;42221504;Catéteres intravenosos periféricos para uso general;Catéter venoso periférico N°22G;04INTR-LET002 CATETER INTRAVENOSO 22G X 1 25 MM;100.0;;170.0;0.0;17000.0
1057532-66-AG25;1;42171900;Equipamiento y suministros médicos / Artículos médicos para urgencias y atención en terreno / Contenedores de almacenaje para servicios médicos de urgencia;42171917;Estuches o bolsas de primeros auxilios para los servicios médicos de urgencias o accesorios;-04 BOTIQUIN DE PARTO INCLUYE:  –2 Clamp Umbilical   –1 Par de Guante Estéril   –1 Pera Aspiración   –2 Compresa Gasa Esteril 10×10   –2 Bolsa Residuos   –2 Aposito Esteril No Gauze 10x20 cm   –1 Toalla Higiénica Obstétrica Post parto   –5 Toallitas con Alcohol   –1 Mascarilla Desechable 3 Pliegues  -1 Manta Térmica Neonatal  -1 Sabanilla Absorbente 60x90 Cm  -2 Clorurode Sodio 20 ml  -Tijera Lister 14 cm Acero Inox. Aleman   -Bisturi Desechable N°22 con Mango Plastico  -1 Bolsa de Transporte  -1 Planilla de Puntación APGAR.  Según Cotización Proveedor Adjunta.;-04 Botiquín de parto incluye:  Según Cotización Proveedor Adjunta.;4.0;;15000.0;0.0;0.0
1077241-13-SE25;1;42311500;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Vendas, vendajes y productos relacionados;42311506;Vendas o apósitos compresores;VENDA SEMIELASTICA 4 CM X 4 MTS.;02094-00000 ELASTOMULL 4CM X 4M - CAJA X 20 - VENDAJE DE GASA ELASTICADA., CAJA X 20 ENTREGA EN 72 HORAS, DESPACHO INCLUIDO, VENCIMIENTO PRODUCTO: SUPERIOR A 24 MESES;60.0;;159.0;0.0;9540.0
1057532-90-SE25;1;76121900;Servicios de limpieza industrial / Eliminación y tratamiento de desechos / Eliminación de residuos peligrosos;76121901;Eliminación de residuos médicos;Servicio de Manejo, Retiro, Transporte y Disposición final de Residuos Especiales;El oferente presenta su oferta en el portal por 1 un peso, según lo indicado en Bases de Licitación. Los precios ofertados se encuentran en FORMULARIO 3. OFERTA ECONÓMICA y en Condiciones Comerciales.;16.0;;1700.0;0.0;27200.0
1057532-98-SE25;1;85122200;Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Evaluaciones de salud individuales;85122201;Exámenes médicos;convenio de servicios de arriendo e informes de tele electrocardiografía a distancia para los establecimientos de salud de la red de APS de la provincia de Osorno año 2024-2025.;convenio de servicios de arriendo e informes de tele electrocardiografía a distancia para los establecimientos de salud de la red de APS de la provincia de Osorno año 2024-2025;6.0;;2345.0;0.0;14070.0
1057532-34-AG25;1;46181500;Equipos y suministros de defensa, orden público, protección y seguridad / Seguridad y protección personal / Ropa protectora de seguridad contra materias peligrosas;46181527;Pantalones protectores;Pantalón tipo cargo modelo SAMU, talla L / Según especificaciones Adjuntas;PANTALON CARGO ALASKA LOGISTIC  TALLA L;2.0;;7986.0;0.0;0.0
1057532-34-AG25;2;91111700;Servicios de cuidado personal y domésticos / Servicio doméstico y de cuidados / Servicios de compras o trueques para consumo;91111703;Vestuario;"Polera manga corta tipo SAMU con logo de establecimiento (frente) y cargo de ""Conductor"" (espalda) Talla M / Según especificaciones adjuntas.";POLERA REFLECTIVA ALASKA LOGISTIC MANGA CORTA INCLUYE 1 LOGO FRONTAL 1 LEYENDA TRASERA TALLA M;1.0;;10986.0;0.0;0.0
1057532-34-AG25;3;91111700;Servicios de cuidado personal y domésticos / Servicio doméstico y de cuidados / Servicios de compras o trueques para consumo;91111703;Vestuario;"Polera manga larga tipo SAMU con logo de establecimiento (frente) y cargo de ""Conductor"" (espalda) Talla M / Según especificaciones adjuntas.";POLERA REFLECTIVA ALASKA LOGISTIC MANGA LARGA INCLUYE 1 LOGO FRONTAL 1 LEYENDA TRASERA TALLA M;1.0;;11120.0;0.0;0.0
1057532-85-AG25;1;50151500;Alimentos, bebidas y tabaco / Aceites y grasas comestibles / Aceites vegetales y grasas comestibles;50151513;Aceites de plantas y verduras comestibles;Aceite de Oliva de Litro;Aceite de Oliva de Litro;4.0;;14500.0;0.0;58000.0
1057532-85-AG25;2;50151500;Alimentos, bebidas y tabaco / Aceites y grasas comestibles / Aceites vegetales y grasas comestibles;50151513;Aceites de plantas y verduras comestibles;Aceite de litro para Cocinar, (referencia Maravilla/miraflores);Aceite de litro para Cocinar, (referencia Maravilla/miraflores);8.0;;3000.0;0.0;24000.0
1057532-85-AG25;3;51212000;Medicamentos y productos farmacéuticos / Medicamentos varios / Fármacos herbales;51212007;Ajo;Ajo en Polvo de 500 grs;Ajo en Polvo de 500 grs;2.0;;3000.0;0.0;6000.0
1057532-85-AG25;4;50171500;Alimentos, bebidas y tabaco / Condimentos y preservantes / Hierbas, especias y extractos;50171550;Especias o extractos;Aliño Completo bolsita de 100 grs;Aliño Completo bolsita de 100 grs;2.0;;2000.0;0.0;4000.0
1057532-85-AG25;5;50221100;Alimentos, bebidas y tabaco / Cereales y Legumbres / Cereales;50221101;Granos de Cereales;Arroz de kilo;Arroz de kilo;14.0;;2500.0;0.0;35000.0
1057532-85-AG25;6;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101543;Arvejas secas;Arvejas de kilo;Arvejas de kilo;4.0;;3000.0;0.0;12000.0
1057532-85-AG25;7;50121500;Alimentos, bebidas y tabaco / Pescados y mariscos / Pescados;50121538;Pescado estable sin refrigerar;Atun en Tarro 160 grs;Atun en Tarro 160 grs;60.0;;1500.0;0.0;90000.0
1057532-85-AG25;8;50221100;Alimentos, bebidas y tabaco / Cereales y Legumbres / Cereales;50221101;Granos de Cereales;Avena Instantania 500 grs;Avena Instantania 500 grs;16.0;;1500.0;0.0;24000.0
1057532-85-AG25;9;50161800;Alimentos, bebidas y tabaco / Chocolates, azúcares, edulcorantes y productos de confitería / Productos de confitería;50161814;Dulces con azúcar o sustitutos;Azucar Flor de kilo;Azucar Flor de kilo;2.0;;2800.0;0.0;5600.0
1057532-85-AG25;10;50161800;Alimentos, bebidas y tabaco / Chocolates, azúcares, edulcorantes y productos de confitería / Productos de confitería;50161814;Dulces con azúcar o sustitutos;Azucar de kilo (referncial Iansa);Azucar de kilo (referncial Iansa);30.0;;2000.0;0.0;60000.0
